,predicted
15,15
17,17
3,3
0,11
17,17
0,8
17,17
19,19
0,10
1,1
15,15
11,11
17,17
0,7
3,3
11,11
11,11
15,15
1,1
13,19
15,15
19,19
20,20
11,11
13,13
3,3
16,16
15,15
3,3
3,3
8,20
3,3
6,6
15,15
19,19
19,19
8,8
3,3
0,20
3,3
15,15
11,11
17,17
2,2
18,18
8,8
18,18
5,5
15,15
18,18
3,3
3,3
8,8
3,3
17,17
15,15
3,3
17,17
17,17
16,16
3,3
3,3
18,18
3,3
15,15
8,8
8,8
3,3
1,1
4,4
8,8
15,15
3,3
18,18
3,3
18,18
14,14
3,3
3,3
3,3
18,18
11,11
15,15
14,14
0,18
5,5
8,8
15,15
17,17
13,13
20,20
3,3
15,15
17,17
15,15
3,3
4,4
3,3
15,15
19,19
3,3
15,15
16,15
19,19
15,15
17,17
8,8
3,3
11,11
19,19
3,3
15,15
4,4
5,5
3,3
14,14
7,7
3,3
18,18
3,3
8,8
20,20
15,15
15,15
18,18
19,13
3,3
1,1
11,11
1,1
15,15
11,11
17,17
5,5
16,16
8,8
1,2
3,3
0,10
4,4
3,3
15,15
16,15
3,3
3,3
0,7
5,5
3,3
3,3
5,5
3,3
17,18
16,16
17,17
11,11
0,3
19,19
14,19
3,3
13,13
8,8
8,8
2,2
15,15
18,17
17,17
0,16
19,19
16,16
8,8
19,19
19,19
15,15
0,6
3,3
1,1
17,17
11,11
15,15
3,3
3,3
0,15
8,8
19,19
14,14
15,15
18,18
3,3
15,15
15,15
18,18
1,1
19,19
4,4
11,11
4,3
16,16
3,3
7,7
3,3
20,20
16,16
18,18
3,3
7,7
0,2
13,13
3,3
0,12
13,13
0,18
15,15
15,15
11,11
15,15
10,10
8,8
3,3
15,15
15,15
17,17
13,13
1,1
3,3
17,17
11,11
5,5
0,5
4,4
17,17
3,3
15,15
0,11
1,1
13,13
0,7
19,19
7,7
17,17
1,1
17,17
3,3
15,15
3,3
3,3
8,8
3,3
16,16
15,15
3,3
0,4
15,15
2,2
11,11
8,8
17,17
8,8
8,8
15,15
3,3
15,15
11,11
3,3
17,17
0,11
15,15
15,15
3,3
1,1
17,17
18,18
17,17
4,4
15,15
3,3
14,19
16,17
15,15
18,18
0,3
8,8
3,3
1,1
16,16
11,11
4,4
13,13
4,4
15,15
7,7
1,1
0,8
20,20
3,3
3,3
0,20
3,3
13,13
15,15
16,16
19,19
3,3
17,17
16,16
15,15
17,17
1,1
0,16
8,8
6,6
1,1
20,20
15,15
17,17
3,3
11,11
15,15
13,13
1,1
19,19
5,5
0,8
15,15
15,15
7,7
4,4
10,3
1,1
15,15
3,3
3,3
1,1
1,1
8,8
8,8
0,12
0,17
8,8
0,19
15,15
17,16
4,4
3,3
0,3
17,17
17,17
3,3
0,13
2,2
3,3
1,1
3,3
11,11
14,14
11,11
17,17
1,1
17,17
14,14
0,20
0,3
2,2
8,8
17,17
15,15
20,20
3,3
8,8
3,3
1,1
15,15
20,20
11,11
0,17
8,7
5,5
17,17
7,7
0,15
15,15
16,16
20,20
15,15
1,1
3,3
8,8
1,1
3,3
18,18
1,1
15,15
15,15
16,16
20,20
17,17
3,3
3,3
3,3
19,19
3,3
2,2
3,3
0,3
3,3
1,1
19,19
13,13
4,4
3,3
9,9
8,8
17,17
16,16
5,5
8,8
0,19
12,12
15,15
3,3
11,11
3,3
15,15
8,8
1,1
0,10
16,17
3,3
16,15
11,11
15,15
1,1
11,11
3,10
3,3
17,17
15,15
13,13
17,17
18,18
8,8
11,11
1,1
15,15
1,1
1,1
20,20
3,3
0,3
4,4
3,3
17,17
16,16
18,18
15,15
11,11
0,20
0,15
11,11
15,15
20,20
0,2
0,3
3,3
20,20
18,18
11,11
3,3
3,3
3,3
6,6
0,14
2,2
3,3
17,17
17,17
11,11
4,4
4,4
11,11
8,8
3,3
1,1
17,17
17,17
11,11
18,18
8,8
8,8
3,3
11,11
3,3
17,16
15,15
16,16
11,11
15,15
18,18
11,11
17,16
0,12
16,16
8,8
15,15
15,15
15,15
15,15
1,1
8,8
12,12
15,15
11,11
17,17
17,17
2,2
3,3
3,3
7,7
18,18
0,19
3,3
19,11
3,3
8,8
7,7
15,15
17,17
2,2
3,3
20,20
3,3
0,19
3,3
1,1
3,3
18,18
0,7
17,17
11,11
3,3
8,8
15,15
18,18
17,17
18,18
19,19
3,3
15,15
15,15
15,15
11,11
0,10
15,15
20,20
15,15
5,5
17,17
3,3
17,17
4,4
3,3
3,3
4,4
16,16
19,19
7,7
4,4
3,3
3,3
5,5
11,11
3,3
17,17
3,3
11,11
3,3
18,18
3,3
3,3
0,12
3,3
15,15
0,14
0,20
0,13
17,17
19,19
16,16
3,3
8,8
3,3
3,3
17,17
17,17
15,15
3,3
16,16
13,13
3,3
8,8
0,20
3,3
16,16
17,17
16,16
15,15
12,12
3,3
3,3
3,3
1,1
15,15
1,1
4,4
1,1
3,3
17,17
1,1
1,1
15,15
3,3
3,3
15,15
17,17
3,3
17,17
11,11
0,8
18,18
17,17
19,19
0,15
15,15
15,15
15,15
17,18
17,16
3,3
17,17
3,3
4,4
3,3
3,3
5,5
1,1
8,8
8,8
3,3
8,8
11,11
15,15
17,17
20,13
16,17
18,18
20,20
1,1
2,2
8,8
17,17
3,3
15,15
15,15
17,15
15,15
11,11
15,15
15,15
4,4
2,2
17,17
11,11
0,5
4,4
17,17
11,11
20,20
16,16
15,15
4,4
1,1
15,15
11,11
1,1
18,18
3,3
3,3
19,19
15,15
3,3
17,17
15,15
19,19
11,11
1,1
20,20
17,17
2,2
8,8
15,15
2,2
17,17
16,17
18,18
11,11
1,1
1,1
0,13
14,14
7,7
11,11
15,15
15,15
3,3
17,17
16,16
11,11
15,15
3,3
5,5
10,6
17,17
17,17
15,15
20,20
3,3
4,4
17,17
4,5
3,3
0,3
3,3
3,3
3,3
15,15
2,2
2,2
13,13
11,11
3,3
1,1
18,18
15,15
13,13
3,3
11,11
15,15
3,3
0,3
1,1
1,1
3,3
15,15
0,17
8,8
19,19
5,5
15,15
16,16
3,3
11,11
13,13
0,3
3,3
1,1
3,3
7,7
3,3
11,11
1,1
1,1
0,4
17,17
19,19
8,7
11,11
15,15
20,20
3,3
11,11
16,16
12,12
0,7
17,17
1,1
0,20
9,9
3,3
15,15
3,3
17,17
17,17
1,1
17,16
0,10
0,8
3,3
4,4
4,4
15,15
8,7
13,13
11,11
3,3
18,18
3,3
17,17
16,16
1,1
15,15
16,16
3,3
18,18
1,1
11,11
3,3
3,3
11,11
1,1
8,8
0,3
17,17
17,17
15,15
0,2
18,18
0,0
17,17
11,11
1,1
16,17
6,6
9,1
8,8
11,11
17,17
8,8
8,8
11,11
16,16
3,3
0,20
0,8
0,14
0,5
20,20
3,3
6,6
19,19
16,16
3,3
0,10
15,15
14,14
4,4
2,2
15,16
17,17
17,17
20,20
4,4
18,18
15,15
20,20
20,19
8,8
4,4
18,18
0,20
0,14
1,1
0,12
17,17
3,3
13,13
3,3
10,10
15,15
15,15
16,16
3,3
3,3
10,7
15,15
1,1
0,7
15,15
18,18
13,13
4,4
20,20
8,8
11,11
17,17
4,4
3,3
20,20
3,3
1,1
16,17
16,15
4,4
8,8
8,8
1,1
1,1
13,13
15,15
15,15
15,15
2,2
3,3
13,13
15,15
11,11
3,3
0,3
3,3
1,1
15,15
3,3
15,15
0,17
8,8
3,3
0,14
2,2
17,17
0,15
1,1
11,11
15,15
15,15
1,1
8,8
16,16
8,8
8,8
0,13
18,18
15,15
3,3
13,13
17,17
15,15
1,1
11,11
18,18
0,13
8,8
3,3
15,15
18,18
15,15
20,20
17,17
3,3
20,20
15,15
15,15
16,16
18,18
3,3
8,8
5,5
15,15
16,16
16,16
15,15
17,17
17,17
3,3
3,3
0,7
19,19
3,3
20,20
13,13
15,15
17,17
5,5
17,17
19,19
15,15
8,8
15,15
13,20
11,11
0,13
15,15
7,7
11,11
3,3
15,15
8,8
15,15
17,17
13,13
15,15
0,3
8,8
20,20
4,4
3,3
17,18
4,4
8,8
17,17
3,3
8,8
16,16
15,15
17,17
15,15
8,8
19,19
17,17
3,3
16,16
4,4
17,17
15,15
3,3
3,3
17,17
20,20
4,4
1,1
0,14
16,16
17,17
0,3
8,8
8,8
17,17
4,4
8,8
15,15
15,15
1,1
3,3
15,15
17,17
8,8
3,3
0,5
16,16
3,3
0,20
20,20
16,16
19,19
3,3
15,15
15,15
7,7
3,3
0,6
3,3
14,14
3,3
3,3
8,8
1,1
15,15
3,3
8,8
0,8
8,8
19,19
3,3
3,3
18,18
1,1
0,3
11,11
17,17
20,20
5,5
3,3
17,17
15,15
0,19
11,11
17,17
8,8
5,5
3,3
1,1
5,5
3,3
16,16
18,18
8,8
3,3
15,15
7,7
0,20
16,16
0,17
20,20
1,1
19,19
7,7
3,3
8,8
10,10
3,3
20,19
19,19
0,15
3,3
3,3
17,17
3,3
8,8
11,11
3,3
13,13
3,3
16,16
0,17
0,5
2,2
11,11
15,15
0,13
4,4
3,3
15,15
0,20
0,20
15,15
3,3
17,17
3,3
15,15
8,8
5,5
13,13
11,11
14,14
15,15
0,7
7,7
16,17
15,15
2,2
2,19
20,20
8,8
3,3
11,11
3,3
3,3
8,7
15,15
3,3
11,11
16,16
8,8
15,15
10,10
17,16
1,1
8,8
13,13
19,19
15,15
14,14
7,7
10,10
15,15
1,1
15,15
8,8
19,19
1,1
11,11
15,15
3,3
4,4
16,16
8,8
18,18
17,17
16,16
0,17
1,1
15,15
15,15
4,4
3,3
17,17
3,3
6,6
17,17
19,19
19,19
15,15
6,6
0,7
10,10
18,18
16,17
7,7
0,3
0,7
9,9
17,17
19,19
17,17
0,19
15,15
3,3
10,10
3,3
13,13
15,15
15,15
15,15
3,3
18,18
17,17
8,8
4,4
16,17
19,19
3,3
17,17
18,18
15,15
8,8
3,3
11,11
11,11
11,11
8,8
0,7
11,11
16,16
3,3
3,3
3,3
3,3
13,13
15,15
20,20
3,3
11,11
15,15
4,4
19,19
5,5
15,15
3,3
3,3
17,16
11,11
15,15
20,20
15,15
1,1
18,18
17,17
1,1
3,3
16,16
4,4
11,11
13,19
15,15
11,11
6,6
16,17
16,16
4,4
18,18
8,8
5,5
17,17
5,5
0,15
8,8
15,15
5,5
15,15
11,11
11,11
7,7
19,19
3,3
16,16
3,3
3,3
11,11
17,17
19,19
17,17
8,8
11,11
3,3
20,20
0,17
4,4
3,3
8,8
3,3
4,4
1,1
3,3
15,15
5,5
3,3
8,8
13,13
15,15
1,1
0,18
3,3
16,16
15,15
0,15
3,3
15,15
11,11
11,11
11,11
11,11
17,17
11,11
16,16
8,8
0,5
20,0
1,1
15,15
17,17
15,15
17,17
17,17
7,7
13,13
17,17
8,8
8,8
3,3
11,11
3,3
0,17
11,11
17,17
12,11
3,3
15,15
18,18
20,20
20,20
3,3
18,18
19,19
3,3
3,3
0,8
15,15
15,15
1,1
19,19
3,3
17,17
0,12
14,14
3,3
15,15
0,3
4,4
3,3
3,3
2,2
15,15
15,15
18,18
3,3
16,16
1,1
17,17
16,16
15,15
14,14
2,2
0,20
0,19
11,11
17,17
1,1
3,3
19,19
3,3
4,4
13,12
18,18
15,15
12,0
15,15
14,14
3,3
15,15
4,4
8,8
18,18
0,3
18,18
0,16
14,14
3,3
16,16
15,15
8,8
3,3
11,11
0,8
15,15
17,17
18,18
16,16
15,15
3,3
15,15
15,15
11,11
15,15
3,3
18,18
13,19
16,16
13,13
15,15
1,1
15,15
16,16
4,4
15,15
7,7
5,5
3,3
8,8
4,4
20,20
11,12
20,20
3,3
3,3
13,13
0,3
0,19
15,15
3,3
11,11
15,15
11,11
3,3
17,17
3,3
19,19
3,3
5,5
0,14
0,15
19,19
8,8
6,6
8,8
7,7
17,17
1,1
15,15
3,3
4,4
17,17
17,17
20,20
16,16
17,17
15,15
1,1
15,15
17,17
8,8
3,3
4,4
17,17
3,3
15,15
3,3
15,15
11,11
15,15
18,18
13,13
3,3
19,19
3,3
3,3
3,3
3,3
17,17
1,1
15,15
8,8
18,18
15,15
17,17
4,4
0,3
1,1
18,18
3,3
17,17
11,11
15,15
11,11
15,15
4,4
3,3
19,19
1,1
17,17
0,19
2,2
11,11
0,18
0,20
3,3
13,13
3,3
13,13
3,3
15,15
17,17
17,17
11,11
3,3
6,9
3,3
17,17
3,3
1,1
20,20
0,15
7,7
17,17
3,3
14,14
17,18
13,13
3,3
15,15
18,18
3,3
3,3
1,1
16,16
3,3
0,19
18,18
15,15
15,15
1,1
3,3
19,19
19,19
3,3
20,20
0,15
19,19
11,11
0,7
4,4
3,3
0,7
4,4
11,11
0,3
3,3
3,3
11,11
17,17
17,17
17,17
3,3
3,3
11,11
16,16
18,18
3,3
1,1
15,15
15,15
15,15
0,8
3,3
1,1
3,3
19,19
3,3
3,3
3,3
19,19
3,3
3,3
13,13
3,3
18,18
0,20
0,17
8,8
17,17
4,4
3,3
16,16
11,11
3,3
16,16
19,19
0,3
3,3
12,12
18,18
0,18
15,15
11,11
3,3
3,3
15,15
0,16
11,11
0,15
13,13
3,3
18,18
3,3
18,17
15,15
3,3
4,4
0,18
15,15
4,4
19,19
15,15
17,17
3,3
3,3
19,19
3,3
9,1
16,16
20,20
1,1
18,18
1,1
16,16
3,3
3,3
19,19
0,20
15,15
3,3
15,15
15,15
3,3
8,8
3,3
16,16
5,5
15,15
4,4
8,8
3,3
17,17
3,3
17,17
4,4
17,17
1,1
18,18
11,11
3,3
15,15
17,17
17,17
20,20
15,15
16,16
3,3
8,8
17,17
15,15
17,17
19,19
3,3
18,18
3,3
17,16
3,3
7,7
19,14
3,3
15,15
10,3
18,18
3,3
0,19
16,16
11,11
17,17
3,3
3,3
15,15
20,20
13,12
15,15
11,11
17,17
17,17
17,17
11,11
20,20
0,12
18,18
15,15
3,3
18,18
11,11
15,17
5,5
8,8
3,3
0,8
3,3
20,20
11,11
3,3
3,3
13,13
15,15
17,17
4,3
15,15
0,17
15,15
0,17
16,16
16,16
19,19
4,4
1,1
14,13
1,1
2,2
3,3
3,3
8,8
16,16
4,4
7,7
1,1
17,17
15,15
11,11
0,17
3,3
18,18
20,20
15,15
3,3
17,17
15,15
17,17
4,4
19,19
18,18
11,11
15,15
3,3
18,18
4,4
3,3
20,20
0,5
17,17
16,16
15,15
1,2
0,3
15,15
8,8
1,1
20,20
8,8
8,8
17,17
15,15
19,19
3,3
19,19
3,3
0,19
0,16
1,1
6,6
0,17
0,14
16,15
11,11
3,3
3,3
8,8
11,11
7,7
3,3
3,3
0,17
17,17
3,3
11,11
0,14
17,17
17,17
15,15
17,17
20,20
0,3
11,11
20,20
3,3
15,15
0,3
11,11
8,8
16,16
17,17
15,15
0,3
0,15
15,15
0,4
11,11
17,17
11,11
8,8
1,1
17,17
1,1
15,15
15,15
18,18
15,15
8,8
3,3
4,4
15,15
0,19
8,8
0,8
5,5
17,17
1,1
11,11
20,20
3,3
17,17
0,14
15,15
3,3
3,3
1,1
4,4
15,15
17,17
15,15
11,11
0,3
8,8
7,7
4,4
13,13
3,3
17,17
0,7
3,3
8,8
15,15
15,15
17,17
15,15
17,17
0,20
8,8
17,17
15,16
0,14
1,1
8,8
17,17
15,15
18,18
15,15
4,4
0,20
8,8
13,13
11,11
1,1
17,17
12,13
18,18
15,15
16,16
17,17
19,19
4,4
11,11
4,4
0,11
0,16
8,8
15,15
3,3
11,11
4,4
0,8
15,15
3,3
18,18
17,17
3,3
1,1
16,15
4,4
17,17
8,8
17,17
13,13
16,16
4,4
12,12
19,19
7,7
4,4
13,13
4,3
1,1
1,1
3,3
17,17
2,2
11,11
8,8
0,14
0,17
16,16
15,15
15,15
16,16
20,20
4,4
7,7
11,11
3,3
1,1
17,17
11,11
3,8
17,18
10,10
0,4
15,15
15,15
19,19
4,4
0,20
3,3
2,2
20,20
3,3
4,4
8,8
1,1
13,19
6,6
17,17
4,4
1,1
3,3
0,20
18,18
6,6
17,17
8,8
3,3
15,15
8,8
17,17
19,19
15,15
1,1
3,3
8,8
17,17
0,15
19,19
0,17
17,17
5,5
15,15
1,1
3,3
3,3
0,6
3,3
7,6
17,18
11,11
0,20
18,18
1,1
6,6
15,15
16,16
15,15
8,8
20,20
10,10
16,16
15,15
3,3
3,3
0,16
10,10
15,15
16,16
15,15
8,8
17,17
17,17
1,1
3,3
20,20
15,15
11,11
15,15
3,3
5,5
8,8
20,20
18,18
8,8
0,15
3,3
14,14
14,14
8,8
15,15
3,3
7,7
19,14
16,15
11,11
16,16
19,19
13,13
11,11
17,17
0,15
13,13
3,3
0,12
13,19
15,15
18,18
8,8
1,1
13,13
8,8
17,17
3,3
15,15
11,11
5,5
0,15
3,3
8,8
18,18
14,14
0,20
0,20
15,15
3,3
3,3
15,15
19,19
6,6
19,19
15,15
0,3
3,3
5,5
7,7
17,17
8,8
17,17
15,15
16,16
16,16
20,20
5,5
8,8
3,3
15,15
11,11
18,17
4,4
19,19
17,17
16,17
16,17
3,3
8,8
1,1
1,1
16,16
3,3
3,3
17,17
8,8
0,7
15,15
7,7
0,10
15,15
11,11
17,17
3,3
2,2
11,11
16,16
3,3
4,4
14,14
15,15
0,3
19,19
11,11
3,3
15,15
10,10
20,20
15,15
1,1
0,17
18,18
8,8
1,1
19,19
14,14
15,15
18,18
15,15
15,15
19,19
15,15
0,8
17,17
3,3
3,3
8,8
3,3
11,11
11,11
15,15
17,17
3,3
1,1
3,3
20,20
19,19
0,7
20,20
3,3
15,15
6,6
3,3
15,15
4,4
19,19
17,17
15,15
8,8
15,15
3,3
15,15
17,17
1,1
0,20
18,18
19,19
15,15
2,1
13,13
15,15
4,4
5,5
0,20
15,15
15,15
19,19
17,17
15,16
16,16
4,4
15,15
15,15
4,4
5,5
15,15
20,20
2,2
11,11
3,3
8,8
1,1
15,15
11,11
3,3
17,17
16,16
0,10
16,16
3,3
11,11
3,3
15,15
15,15
3,3
1,1
19,14
8,8
0,19
11,11
15,15
4,4
1,1
8,8
16,16
11,11
18,18
5,5
3,3
17,17
17,17
18,18
6,6
5,5
13,19
2,2
19,19
9,1
3,3
0,18
8,8
16,16
14,13
15,15
15,15
3,3
1,1
8,8
17,17
20,20
5,5
3,3
3,3
17,17
15,15
15,15
15,15
19,19
19,19
20,20
5,5
17,17
3,3
18,18
20,20
3,3
1,1
20,20
13,13
3,3
13,13
3,3
0,15
3,3
7,7
15,15
15,15
1,1
4,4
3,3
3,3
0,17
3,3
16,16
0,3
19,19
17,17
15,15
15,15
0,7
3,3
14,14
0,11
3,3
18,18
16,16
3,3
19,19
17,17
8,8
3,3
11,11
5,5
0,8
0,3
3,3
19,19
3,3
10,10
3,3
15,15
0,12
10,10
0,19
1,1
15,15
8,8
17,16
3,3
11,11
17,17
1,1
1,1
17,17
11,11
15,15
3,3
17,17
3,3
3,3
6,6
15,15
10,10
17,17
15,15
0,15
1,1
15,15
13,13
13,13
0,18
15,15
3,3
2,2
15,15
16,15
3,3
16,16
11,11
16,16
15,15
18,18
0,19
3,3
1,1
17,16
18,18
0,18
18,18
11,11
17,17
1,1
3,3
3,3
18,18
19,19
3,3
2,2
3,3
17,17
11,11
15,15
15,15
3,3
0,19
17,17
15,15
3,3
3,3
8,8
0,19
19,19
15,15
18,18
0,2
10,10
5,5
15,15
19,19
4,4
13,13
8,8
3,3
4,4
18,18
6,6
1,1
4,4
11,11
17,17
4,4
11,11
1,1
11,11
3,3
12,12
11,11
15,15
3,3
15,15
3,3
3,3
3,3
8,8
11,11
11,11
18,18
15,15
15,15
18,18
4,4
19,19
0,20
11,11
17,17
3,3
15,15
11,11
15,15
15,15
8,8
15,15
3,3
15,15
17,17
11,11
8,8
3,3
17,17
4,4
11,11
19,19
1,1
3,3
19,19
20,20
1,1
14,14
11,11
12,12
18,18
11,11
15,15
18,18
17,17
4,4
4,4
19,19
15,15
3,3
0,19
1,1
8,8
0,3
15,15
16,16
11,11
2,2
15,15
19,19
3,3
7,7
8,8
1,1
0,15
3,3
4,4
15,15
4,4
3,3
8,8
15,15
11,11
16,16
8,8
3,3
3,3
18,18
8,8
2,2
3,3
1,1
4,4
15,16
18,18
15,16
3,3
13,13
3,3
1,1
12,12
8,8
8,8
14,14
0,19
17,17
1,1
17,17
1,1
0,4
15,15
15,15
16,16
1,1
8,8
15,15
5,5
17,17
17,17
17,17
6,6
11,11
2,2
3,3
17,17
18,18
11,11
15,15
16,16
8,8
7,7
4,4
8,8
13,13
0,11
8,8
4,4
3,3
1,1
11,11
15,15
8,8
1,1
17,17
1,1
11,11
14,19
0,8
3,3
11,11
3,3
3,3
1,1
17,17
0,20
8,8
3,3
3,3
11,11
19,19
16,15
16,16
3,3
3,3
5,5
14,14
15,15
17,17
3,3
15,15
15,15
19,19
15,15
3,3
1,1
4,4
16,17
1,1
15,15
16,16
0,3
8,8
11,11
0,0
1,1
17,17
1,1
11,11
4,4
17,17
18,18
8,8
17,17
15,15
15,15
4,4
10,10
1,1
15,15
4,4
17,17
0,15
4,4
4,4
0,20
18,18
16,15
11,11
15,15
8,8
17,17
4,4
17,17
3,3
17,17
11,11
2,2
2,2
4,3
3,3
8,8
3,3
15,15
3,3
1,1
3,3
3,3
11,11
3,3
3,3
17,17
5,5
0,15
17,17
3,3
13,13
1,1
17,17
17,16
3,3
4,4
18,18
15,15
20,13
15,15
3,3
18,18
0,3
17,17
3,3
17,16
15,15
15,15
3,3
0,18
8,8
19,19
15,15
15,15
19,19
3,3
20,20
17,17
4,4
0,3
15,15
0,8
3,3
16,16
3,3
1,1
10,3
15,15
15,15
15,15
17,20
7,7
1,1
3,3
3,3
0,18
5,5
15,15
3,3
5,5
18,18
17,17
0,16
11,11
19,19
16,15
0,4
16,16
3,3
3,3
15,15
0,4
15,15
17,17
17,17
17,17
3,3
17,17
17,17
17,17
0,3
1,1
3,3
0,8
11,11
3,3
1,1
3,3
3,3
1,1
3,3
20,20
15,15
15,15
7,7
16,16
3,3
2,2
0,15
16,16
14,14
8,8
3,3
3,3
17,17
2,1
3,3
8,8
19,19
0,19
17,17
18,18
15,15
1,1
10,10
3,3
17,17
3,3
15,15
11,11
18,18
11,11
5,5
11,11
15,15
19,19
3,3
0,17
6,6
17,17
15,15
1,1
18,18
8,8
8,8
16,16
15,15
15,15
3,3
0,17
11,11
20,20
8,8
6,6
15,15
19,19
0,19
8,8
16,16
3,3
7,7
16,16
0,19
3,3
15,15
17,17
16,16
19,19
1,1
20,20
3,3
16,16
3,3
17,17
16,16
3,3
0,20
0,11
15,15
15,15
13,13
3,3
19,19
15,15
3,3
1,1
4,4
16,16
5,5
11,11
2,19
0,3
15,15
14,14
17,17
15,15
17,17
1,1
19,19
3,3
17,17
3,3
18,18
4,4
17,17
1,1
15,15
20,20
3,3
17,17
15,15
15,15
0,8
1,1
5,5
3,3
17,17
3,3
15,15
7,7
4,4
15,15
15,15
3,3
3,3
15,15
0,20
8,8
15,15
17,17
8,8
4,5
0,7
16,16
6,7
11,11
12,15
11,11
3,3
3,3
17,17
15,15
3,3
20,20
0,17
3,3
11,11
19,14
0,11
6,6
11,11
5,5
17,17
15,15
3,3
0,7
11,11
0,14
11,11
0,15
4,4
3,3
17,17
0,7
3,3
18,18
0,5
17,17
3,3
8,7
19,19
19,19
17,18
0,15
18,18
5,5
17,17
0,14
0,8
17,18
0,20
3,3
16,16
3,3
0,15
8,8
16,16
3,3
20,20
3,3
15,15
17,17
19,19
2,2
17,17
15,15
3,3
3,3
17,17
3,3
17,17
0,15
8,8
0,20
1,1
20,20
4,4
4,4
3,3
17,17
15,15
3,3
17,17
19,19
17,17
3,3
1,1
17,17
17,17
8,8
18,18
11,11
0,18
15,15
8,8
3,3
17,17
15,15
20,20
17,17
16,16
19,19
2,2
2,2
3,3
0,20
17,17
15,15
0,13
15,15
1,1
14,14
16,17
15,15
17,17
17,17
1,1
3,3
11,11
16,17
19,19
11,11
17,17
3,3
11,11
11,11
5,5
7,7
4,4
18,18
1,1
15,15
15,15
8,8
4,4
1,1
3,3
5,5
15,15
0,12
18,18
3,3
15,15
18,18
3,3
1,1
0,7
15,17
14,14
3,3
17,17
3,3
1,1
2,2
11,11
4,4
16,16
0,17
14,14
16,16
1,1
16,16
3,3
3,3
19,19
17,17
3,3
15,15
8,8
8,8
1,1
16,16
3,3
1,1
15,15
17,17
3,3
17,17
3,3
3,3
4,4
3,3
1,1
0,15
3,3
16,16
17,17
15,15
15,15
3,3
0,1
15,15
20,20
15,15
17,17
20,20
20,20
13,13
15,15
2,2
3,3
0,5
8,8
13,13
15,15
15,15
4,4
15,15
8,8
3,3
1,1
14,14
3,3
0,17
2,2
18,18
3,3
3,3
15,15
0,3
11,11
17,17
3,3
19,19
4,4
3,3
16,16
15,15
16,16
8,8
15,15
18,18
16,16
17,17
0,15
8,7
0,19
17,17
3,3
0,11
3,3
11,11
19,19
11,11
3,3
15,15
8,8
19,19
4,4
17,17
18,18
0,20
3,3
6,6
20,20
11,11
1,9
19,19
15,15
3,3
3,3
8,8
1,1
0,19
16,16
0,15
15,15
15,15
1,1
11,11
8,8
15,15
17,17
3,3
4,4
15,15
19,19
11,11
1,1
15,15
18,18
17,17
20,20
17,17
19,19
8,8
4,4
16,16
15,15
12,12
11,11
3,3
0,7
15,15
15,15
15,15
15,15
19,19
8,8
3,3
5,5
18,18
17,17
16,16
19,19
0,20
15,15
1,1
18,18
15,15
17,17
8,8
15,15
11,11
1,1
0,19
1,1
3,3
4,4
15,15
3,3
17,17
4,4
20,20
15,15
17,17
15,15
16,16
7,7
1,1
7,7
15,15
10,10
3,3
20,20
1,1
3,3
3,3
17,17
1,1
19,19
4,4
2,2
17,17
20,20
15,15
19,19
17,17
16,17
11,11
9,7
5,5
8,8
13,13
11,11
1,1
19,19
3,3
16,16
2,2
8,8
3,3
0,15
3,3
11,11
6,6
19,19
8,8
0,19
1,1
8,8
19,19
0,7
3,3
3,3
0,15
3,3
3,3
11,11
5,5
18,18
17,17
17,17
3,3
18,18
0,7
6,6
17,17
19,19
3,3
17,17
16,16
15,15
17,17
0,3
18,18
20,20
0,18
4,4
1,1
17,17
17,17
1,1
15,15
15,15
8,8
0,2
15,15
3,3
17,17
0,19
5,5
17,17
3,3
0,13
11,11
11,11
0,4
18,18
1,1
11,11
4,4
18,18
0,14
15,15
17,17
18,18
3,3
0,20
4,4
17,17
10,10
8,20
16,16
19,19
1,1
3,3
15,15
17,17
8,8
3,3
1,1
16,16
18,18
0,11
17,17
2,2
17,17
3,3
15,15
11,11
15,15
17,17
8,8
3,3
19,19
11,11
19,19
11,11
10,10
19,19
3,3
15,15
13,13
0,15
11,11
4,4
1,1
15,15
19,19
0,19
10,10
17,17
19,19
1,1
4,4
3,3
17,17
8,8
11,11
17,17
3,3
0,20
4,3
5,1
11,11
19,19
1,1
11,11
16,16
16,16
16,16
7,7
8,8
4,4
6,6
17,17
16,16
15,15
19,19
8,8
0,20
8,8
4,4
16,16
7,7
8,8
17,17
3,3
3,3
16,16
3,3
0,15
8,8
14,14
2,2
18,18
14,14
3,3
3,3
13,13
7,6
15,15
16,16
3,3
15,15
16,16
19,19
17,17
11,11
12,12
15,15
1,1
18,18
2,2
4,4
18,18
13,13
3,3
1,1
1,1
18,18
17,17
15,15
19,19
0,3
3,3
15,15
15,15
16,16
3,3
10,3
8,8
14,14
3,3
8,8
0,7
16,16
3,3
14,14
17,17
19,19
1,1
15,15
0,18
18,18
4,4
11,11
0,8
20,20
3,3
15,15
1,1
18,17
19,19
20,20
15,15
0,20
4,4
15,15
17,17
14,19
1,1
17,17
1,1
18,18
15,15
3,3
0,15
8,8
3,3
17,17
1,1
8,8
3,3
1,1
1,1
20,20
17,17
10,10
0,15
15,15
18,18
8,8
3,3
15,15
17,17
7,7
1,1
4,4
4,4
3,3
1,1
0,20
20,20
4,4
18,16
0,8
4,4
20,20
17,17
0,3
3,3
0,13
